S.no,data_source,data_collection_date,url,other_metadata,tender_published_Date,tender_closing_date,tender_opening_date,tender_tile_and_id,tender_origanisation
1382,Central Public Procurement portal,2023-02-08,https://etenders.gov.in/eprocure/app?component=%24DirectLink&page=FrontEndTendersByOrganisation&service=direct,Any additional information about the data,27-Jan-2023 06:55 PM,25-Feb-2023 06:00 PM,27-Feb-2023 12:00 PM,"[Procurement of Fourier-Transform Infrared Spectrometer (FTIR) with DRIFT accessory]
																				[34-IMP-25-P-22][2023_CSIR_143123_1]",Council of Scientific and Industrial Research||NCL Pune - CSIR||Purchase-NCL - CSIR
1383,Central Public Procurement portal,2023-02-08,https://etenders.gov.in/eprocure/app?component=%24DirectLink&page=FrontEndTendersByOrganisation&service=direct,Any additional information about the data,27-Jan-2023 06:55 PM,09-Feb-2023 03:00 PM,10-Feb-2023 03:00 PM,"[PROCUREMENT OF 10 MT CAB2 CATALYST FOR LLDPE-1 ]
																				[GAIL/PATA/20110523/VN][2023_GAIL_143033_1]",GAIL (India) Limited||GAIL India Limited- Pata
1384,Central Public Procurement portal,2023-02-08,https://etenders.gov.in/eprocure/app?component=%24DirectLink&page=FrontEndTendersByOrganisation&service=direct,Any additional information about the data,27-Jan-2023 06:55 PM,16-Mar-2023 11:00 AM,17-Mar-2023 11:30 AM,"[Rehab and Upgrad ofExist.Road Dareota Vill. to Nauni Chowk of NH205 for2/4Lane Paved Shoulder ChainagKm33.175 to Km40.300 2Lane Design Length7.125Km including single tube tunnel and Km40.300 to Km58.450 4Lane Design Length18.150Km PkgIIB in HP on HAM]
																				[NHAI/Shimla Mataur/ Pkg-IIB/ HAM/HP/2023][2023_NHAI_143127_1]",National Highways Authority of India||Head Office - NHAI
1385,Central Public Procurement portal,2023-02-08,https://etenders.gov.in/eprocure/app?component=%24DirectLink&page=FrontEndTendersByOrganisation&service=direct,Any additional information about the data,27-Jan-2023 06:55 PM,09-Feb-2023 11:00 AM,10-Feb-2023 11:30 AM,"[Engagement of user fee collection agency on the basis of CB through etender for Pandutala Fee Plaza in the state of Madhya Pradesh of EPC Mode ]
																				[NHAI/13013/547/CO/22-23/CB/ Pandutala][2023_NHAI_143129_1]",National Highways Authority of India||Head Office - NHAI||Commercial Operation - NHAI
1386,Central Public Procurement portal,2023-02-08,https://etenders.gov.in/eprocure/app?component=%24DirectLink&page=FrontEndTendersByOrganisation&service=direct,Any additional information about the data,27-Jan-2023 06:45 PM,13-Feb-2023 11:00 AM,14-Feb-2023 11:00 AM,"[Optical Fiber Cable Laying and associated work for 4 G Mobile Saturation Project in in  Cluster-II Areas of Chikkamagalur SSA]
																				[S-8 /e-Tender/ CKG SSA /4 G SATURATION CLUSTER-II ][2023_BSNL_143126_1]",Bharat Sanchar Nigam Limited (Govt of India Enterprise)||Karnataka Telecom Circle||GMTD Shimoga
1387,Central Public Procurement portal,2023-02-08,https://etenders.gov.in/eprocure/app?component=%24DirectLink&page=FrontEndTendersByOrganisation&service=direct,Any additional information about the data,27-Jan-2023 06:30 PM,20-Feb-2023 03:00 PM,21-Feb-2023 03:30 PM,"[Maintenance Assistance for repairing of lighting fixtures,Junction boxes and  LDBs in Uty I  and II, B-II and Jack well group of plants for One Year.]
																				[Nam / Elect / Utly and WTP-III /NIT-10/2022/109][2023_BVFCL_143115_1]",Brahmaputra Valley Fertilizer Corporation Limited||Electrical - BVFCL
1388,Central Public Procurement portal,2023-02-08,https://etenders.gov.in/eprocure/app?component=%24DirectLink&page=FrontEndTendersByOrganisation&service=direct,Any additional information about the data,27-Jan-2023 06:30 PM,13-Feb-2023 11:00 AM,14-Feb-2023 11:00 AM,"[Optical Fiber Cable Laying and associated work for 4 G Mobile Saturation Project in  Cluster-I Areas of Chikkamagalur SSA ]
																				[S-8 /e-Tender/ CKG SSA /4 G SATURATION CLUSTER-I/ ][2023_BSNL_143121_1]",Bharat Sanchar Nigam Limited (Govt of India Enterprise)||Karnataka Telecom Circle||GMTD Shimoga
1389,Central Public Procurement portal,2023-02-08,https://etenders.gov.in/eprocure/app?component=%24DirectLink&page=FrontEndTendersByOrganisation&service=direct,Any additional information about the data,27-Jan-2023 06:00 PM,13-Feb-2023 03:00 PM,14-Feb-2023 03:00 PM,"[SELECTION OF CRO FOR KINASE PROFILING STUDIES OF PHARMACEUTICAL CANDIDATES]
																				[12(363)/22-P][2023_CSIR_143110_1]",Council of Scientific and Industrial Research||IIIM-Jammu - CSIR||Purchase-IIIM - CSIR
1390,Central Public Procurement portal,2023-02-08,https://etenders.gov.in/eprocure/app?component=%24DirectLink&page=FrontEndTendersByOrganisation&service=direct,Any additional information about the data,27-Jan-2023 06:00 PM,17-Feb-2023 11:30 AM,18-Feb-2023 11:30 AM,"[22/EEC/BSNL/SCZ/2022-23]
																				[22/EEC/BSNL/SCZ/2022-23][2023_BSNL_143114_1]","Bharat Sanchar Nigam Limited (Govt of India Enterprise)||Maharashtra Telecom Circle||CE (Civil), Mumbai||EE (Civil), Santacruz Mumbai"
1391,Central Public Procurement portal,2023-02-08,https://etenders.gov.in/eprocure/app?component=%24DirectLink&page=FrontEndTendersByOrganisation&service=direct,Any additional information about the data,27-Jan-2023 06:00 PM,22-Feb-2023 06:00 PM,24-Feb-2023 11:00 AM,"[Provision of electrical works for installing the AWOS     instrument by IMD at 04 and 22 side of runway at     Barapani Airport, Shillong.]
																				[AAI/ENGG(E)/SHL/AWOS/22-23][2022_AAI_137948_1]",Airports Authority of India||Western Region - AAI||INDORE - AAI||ENGG ELECT-VAID - AAI
1392,Central Public Procurement portal,2023-02-08,https://etenders.gov.in/eprocure/app?component=%24DirectLink&page=FrontEndTendersByOrganisation&service=direct,Any additional information about the data,27-Jan-2023 06:00 PM,16-Feb-2023 02:00 PM,17-Feb-2023 02:30 PM,"[Dismantling Package Boiler Chimney ]
																				[36/20951][2023_IREL_143117_1]",IREL (INDIA) Limited||Corporate Office Mumbai - IREL
1393,Central Public Procurement portal,2023-02-08,https://etenders.gov.in/eprocure/app?component=%24DirectLink&page=FrontEndTendersByOrganisation&service=direct,Any additional information about the data,27-Jan-2023 06:00 PM,20-Feb-2023 06:00 PM,22-Feb-2023 11:00 AM,"[SITC of LED lights, fans and High mast for INA colony, Safdarjung Airport, New Delhi.]
																				[AAI/SAP/Engg-E/INA-Cap/22-23][2023_AAI_142063_1]",Airports Authority of India||CHQ - AAI||Engineering Electrical - AAI
1394,Central Public Procurement portal,2023-02-08,https://etenders.gov.in/eprocure/app?component=%24DirectLink&page=FrontEndTendersByOrganisation&service=direct,Any additional information about the data,27-Jan-2023 06:00 PM,16-Feb-2023 03:00 PM,17-Feb-2023 03:00 PM,"[M17197 Annual Maintenance Contract for Three Nos. Of Spectro-Photometer in R and D Lab]
																				[M17197][2023_HCL_143097_1]",Hindustan Copper Limited||Malanjkhand Copper Project - Madhya Padesh||Materials and Contracts Department
1395,Central Public Procurement portal,2023-02-08,https://etenders.gov.in/eprocure/app?component=%24DirectLink&page=FrontEndTendersByOrganisation&service=direct,Any additional information about the data,27-Jan-2023 06:00 PM,17-Feb-2023 06:00 PM,18-Feb-2023 06:00 PM,"[Annual Repair and Maintenance Contract of civil works for Terminal building and Operational area for the year 2023 24 at C A Keshod]
																				[2023_KESHOD_AMCOPS_1][2023_AAI_143011_1]",Airports Authority of India||Northern Region - AAI||JODHPUR - AAI||ENGG CIVIL-JODHPUR - AAI
1396,Central Public Procurement portal,2023-02-08,https://etenders.gov.in/eprocure/app?component=%24DirectLink&page=FrontEndTendersByOrganisation&service=direct,Any additional information about the data,27-Jan-2023 06:00 PM,17-Feb-2023 06:00 PM,18-Feb-2023 06:00 PM,"[Annual repair and maintenance contract of Civil work in Residential colony area for the year 2023 24 at C A Keshod]
																				[2023_KESHOD_AMCRESI_1][2023_AAI_143010_1]",Airports Authority of India||Northern Region - AAI||JODHPUR - AAI||ENGG CIVIL-JODHPUR - AAI
1397,Central Public Procurement portal,2023-02-08,https://etenders.gov.in/eprocure/app?component=%24DirectLink&page=FrontEndTendersByOrganisation&service=direct,Any additional information about the data,27-Jan-2023 06:00 PM,09-Feb-2023 11:00 AM,14-Feb-2023 11:30 AM,"[T             15 / EE(E)/BSNL-BSP/2022-23]
																				[15 / EE(E)/BSNL-BSP/2022-23][2023_BSNL_143068_1]",Bharat Sanchar Nigam Limited (Govt of India Enterprise)||Chhattisgarh Telecom Circle- Raipur||SE Electrical
1398,Central Public Procurement portal,2023-02-08,https://etenders.gov.in/eprocure/app?component=%24DirectLink&page=FrontEndTendersByOrganisation&service=direct,Any additional information about the data,27-Jan-2023 06:00 PM,16-Feb-2023 02:00 PM,17-Feb-2023 03:00 PM,"[WATCH and WARD AND INFRA MAINTENANCE SERVICES in OAs under PGM BA Gwalior.]
																				[PGM BA /Gwalior/PLG/ W-01-1445/ WATCH and WARD AND][2023_BSNL_143050_1]","Bharat Sanchar Nigam Limited (Govt of India Enterprise)||Madhya Pradesh Telecom Circle- Bhopal||O/o CGMT, MP Telecom Circle Bhopal"
1399,Central Public Procurement portal,2023-02-08,https://etenders.gov.in/eprocure/app?component=%24DirectLink&page=FrontEndTendersByOrganisation&service=direct,Any additional information about the data,27-Jan-2023 06:00 PM,20-Feb-2023 04:00 PM,21-Feb-2023 04:00 PM,"[Replacement of Main Water Pipeline]
																				[AAI/VADO/SM(E-C)/PIPE LINE/2022-23/Enit-01][2023_AAI_143022_1]",Airports Authority of India||Western Region - AAI||VADODARA - AAI||ENGG CIVIL-VABO - AAI
1400,Central Public Procurement portal,2023-02-08,https://etenders.gov.in/eprocure/app?component=%24DirectLink&page=FrontEndTendersByOrganisation&service=direct,Any additional information about the data,27-Jan-2023 06:00 PM,18-Feb-2023 03:00 PM,20-Feb-2023 03:30 PM,"[Providing Rainwater Harvesting System at HAL Airport, Bangalore]
																				[AAI/BG/E-C/RWH-HAL/2022-23][2023_AAI_143103_1]",Airports Authority of India||Southern Region - AAI||RAJAHMUNDRY - AAI||ENGG CIVIL-VORY - AAI
1401,Central Public Procurement portal,2023-02-08,https://etenders.gov.in/eprocure/app?component=%24DirectLink&page=FrontEndTendersByOrganisation&service=direct,Any additional information about the data,27-Jan-2023 06:00 PM,18-Feb-2023 03:00 PM,20-Feb-2023 03:30 PM,"[Improvement  work of  Existing Rainwater Harvesting system at AAI Residential Quarters at Ulsoor, Bangalore]
																				[AAI/BG/E-C/RWH-Colony/2022-23][2023_AAI_143077_1]",Airports Authority of India||Southern Region - AAI||RAJAHMUNDRY - AAI||ENGG CIVIL-VORY - AAI
1402,Central Public Procurement portal,2023-02-08,https://etenders.gov.in/eprocure/app?component=%24DirectLink&page=FrontEndTendersByOrganisation&service=direct,Any additional information about the data,27-Jan-2023 05:30 PM,13-Feb-2023 03:00 PM,14-Feb-2023 03:00 PM,"[supply installation and commissioning of Electron Beam Powder Bed Fusion Additive Manufacturing Facility Make GE  Additive Arcam ]
																				[AMPRI/PUR/EQP/118(2022-23)][2023_CSIR_143096_1]",Council of Scientific and Industrial Research||AMPRI - CSIR||Purchase-AMPRI - CSIR
1403,Central Public Procurement portal,2023-02-08,https://etenders.gov.in/eprocure/app?component=%24DirectLink&page=FrontEndTendersByOrganisation&service=direct,Any additional information about the data,27-Jan-2023 05:30 PM,17-Feb-2023 03:00 PM,18-Feb-2023 03:00 PM,"[Assembling, laying and linking of Railway track for main and loop lines with Contractors own P Way materials including supply of Ballast and Sleepers but excluding supply of Rails between Bhalumuda Km 13.375 and Gare Pelma 30.668]
																				[BSP 57][2023_IRCON_143030_1]",IRCON International Limited||Chattishgarh - IRCON||Chatiishgrah Rail Project - IRCON
1404,Central Public Procurement portal,2023-02-08,https://etenders.gov.in/eprocure/app?component=%24DirectLink&page=FrontEndTendersByOrganisation&service=direct,Any additional information about the data,27-Jan-2023 05:30 PM,13-Feb-2023 11:00 AM,14-Feb-2023 11:30 AM,"[Renovation of toilets in RITES buildings at Shikhar, Gurgaon-122001 and Srijan, Gurgaon-122003]
																				[RITES/ES/Reno.-Toilets/23][2023_RITES_143076_1]",RITES Ltd.||ROC 1 (Sector 29 Gurugram) - RITES||Administration - RITES
1405,Central Public Procurement portal,2023-02-08,https://etenders.gov.in/eprocure/app?component=%24DirectLink&page=FrontEndTendersByOrganisation&service=direct,Any additional information about the data,27-Jan-2023 05:30 PM,20-Feb-2023 11:00 AM,21-Feb-2023 11:30 AM,"[Railway Engineering works related to Civil, S and T and Supply of T and P of OHE including maintenance spares for Ringas (Excl.) -Jaipur (Excl.)-Sawai madhopur(Excl.) Section in Jaipur Division of North Western Railway, Rajasthan, India]
																				[RITES/RP/Add Works/RGS-JP-SWM/23][2023_RITES_143029_1]","RITES Ltd.||ROC 2 (Sector 44 Gurugram) - RITES||Northern Region Project Office,Gurugram-RITES"
1406,Central Public Procurement portal,2023-02-08,https://etenders.gov.in/eprocure/app?component=%24DirectLink&page=FrontEndTendersByOrganisation&service=direct,Any additional information about the data,27-Jan-2023 05:20 PM,11-Feb-2023 06:00 PM,13-Feb-2023 04:15 PM,"[Maintenance Contract For Inspection, Servicing And Attending Breakdown Of Acoustics Steam Leak Detection System(ASLD) for three years]
																				[NIT/22-23/108 Dated 27.01.2023][2023_MUNPL_143109_1]",Meja Urja Nigam Pvt Ltd||Meja Thermal Power Project - MUNPL||Contracts and Materials - MUNPL
1407,Central Public Procurement portal,2023-02-08,https://etenders.gov.in/eprocure/app?component=%24DirectLink&page=FrontEndTendersByOrganisation&service=direct,Any additional information about the data,27-Jan-2023 05:00 PM,25-Feb-2023 11:00 AM,27-Feb-2023 11:00 AM,"[Seaguard Platform, DW (Deep Sea Recording Current Meter)]
																				[IMP/029/EQ(PR)/2022][2023_CSIR_143107_1]",Council of Scientific and Industrial Research||NIO-Goa - CSIR||Purchase-NIO - CSIR
1408,Central Public Procurement portal,2023-02-08,https://etenders.gov.in/eprocure/app?component=%24DirectLink&page=FrontEndTendersByOrganisation&service=direct,Any additional information about the data,27-Jan-2023 05:00 PM,17-Feb-2023 05:00 PM,20-Feb-2023 05:00 PM,"[Smoking Lounge and Sales kiosk]
																				[AAI/BD/COMML/Smoking Lounge and Sales Kiosk][2023_AAI_143043_1]",Airports Authority of India||Eastern Region - AAI||BAGDOGRA - AAI||COMMERCIAL-VEBD - AAI
1409,Central Public Procurement portal,2023-02-08,https://etenders.gov.in/eprocure/app?component=%24DirectLink&page=FrontEndTendersByOrganisation&service=direct,Any additional information about the data,27-Jan-2023 05:00 PM,14-Mar-2023 11:00 AM,15-Mar-2023 11:30 AM,"[DEVELOPING OPERATING AND MAINTAINENCE OF LARGE AND SMALL WAYSIDE AMENITIES ON DIFFERENT SECTIONS OF NATIONAL HIGHWAY ON LEASE BASIS]
																				[NHAI/WSA/DBOT /North/1/ 2023][2023_NHAI_143094_1]",National Highways Authority of India||Head Office - NHAI||Technical - NHAI
1410,Central Public Procurement portal,2023-02-08,https://etenders.gov.in/eprocure/app?component=%24DirectLink&page=FrontEndTendersByOrganisation&service=direct,Any additional information about the data,27-Jan-2023 05:00 PM,20-Feb-2023 03:00 PM,21-Feb-2023 03:30 PM,"[S-3-225/REPAIRING OF PP/BARMER SSA/2022-23]
																				[S-3-225/REPAIRING OF PP/BARMER SSA/2022-23/][2023_BSNL_143064_1]",Bharat Sanchar Nigam Limited (Govt of India Enterprise)||Rajasthan Telecom Circle||GMTD-Jodhpur||AGM(NWP-CFA)
1411,Central Public Procurement portal,2023-02-08,https://etenders.gov.in/eprocure/app?component=%24DirectLink&page=FrontEndTendersByOrganisation&service=direct,Any additional information about the data,27-Jan-2023 05:00 PM,13-Feb-2023 01:00 PM,14-Feb-2023 01:00 PM,"[OUTSOURCING OF MAINTENANCE AND PROVISIONING OF LANDLINE AND BROADBAND FOR EXTERNAL PLANT OF COPPER NETWORK IN DARBHANGA SAMASTIPUR AND MADHUBANI OA]
																				[GM/DBN BA/PLG/CLUSTER-1/TENDER][2023_BSNL_143053_1]",Bharat Sanchar Nigam Limited (Govt of India Enterprise)||Bihar Telecom Circle||G.M. Dharbhanga
1412,Central Public Procurement portal,2023-02-08,https://etenders.gov.in/eprocure/app?component=%24DirectLink&page=FrontEndTendersByOrganisation&service=direct,Any additional information about the data,27-Jan-2023 05:00 PM,13-Feb-2023 01:00 PM,14-Feb-2023 01:00 PM,"[OUTSOURCING OF MAINTENANCE AND PROVISIONG OF LANDLINE AND BROADBAND FOR EXTERNAL PLANT OF COPPER NETWORK IN BEGUSARAI KHAGARIA AND SAHARSA OA]
																				[GM/DBN BA/PLG/CLUSTER-2/TENDER/][2023_BSNL_143066_1]",Bharat Sanchar Nigam Limited (Govt of India Enterprise)||Bihar Telecom Circle||G.M. Dharbhanga
1413,Central Public Procurement portal,2023-02-08,https://etenders.gov.in/eprocure/app?component=%24DirectLink&page=FrontEndTendersByOrganisation&service=direct,Any additional information about the data,27-Jan-2023 05:00 PM,14-Feb-2023 03:00 PM,15-Feb-2023 03:00 PM,"[pur/22-23/572/CSD/OPS/PO]
																				[PUR/4/22-23/572/CSD/OPS/PO][2023_CSIR_143070_1]",Council of Scientific and Industrial Research||IIP-Dehradun - CSIR||Purchase-IIP - CSIR
1414,Central Public Procurement portal,2023-02-08,https://etenders.gov.in/eprocure/app?component=%24DirectLink&page=FrontEndTendersByOrganisation&service=direct,Any additional information about the data,27-Jan-2023 05:00 PM,24-Feb-2023 05:00 PM,27-Feb-2023 12:00 PM,"[Hiring of vehicle for Line Maintenance, GOMD-VII, DVC, Ramgrah]
																				[DVC/Tender/GOMD-VII/Works and Service/00032][2023_DVC_142965_1]",Damodar Valley Corporation||Maithon - DVC||Indenting Department
1415,Central Public Procurement portal,2023-02-08,https://etenders.gov.in/eprocure/app?component=%24DirectLink&page=FrontEndTendersByOrganisation&service=direct,Any additional information about the data,27-Jan-2023 05:00 PM,21-Feb-2023 02:00 PM,22-Feb-2023 03:00 PM,"[DIESEL GENERATOR SET]
																				[SM/B297-201-MD-MR-5025/086][2023_GAIL_143073_1]",GAIL (India) Limited||Project Management Consultant-PMC for GAIL India Ltd||ENGINEERS INDIA LIMITED-PMC
1416,Central Public Procurement portal,2023-02-08,https://etenders.gov.in/eprocure/app?component=%24DirectLink&page=FrontEndTendersByOrganisation&service=direct,Any additional information about the data,27-Jan-2023 05:00 PM,18-Feb-2023 05:00 PM,20-Feb-2023 05:00 PM,"[License for Gift Souvenir Shop at Gorakhpur Airport]
																				[AAI/GORAKHPUR/GIFT SHOP][2023_AAI_143081_1]",Airports Authority of India||Northern Region - AAI||RHQ-NR - AAI||COMMERCIAL-NR - AAI
1417,Central Public Procurement portal,2023-02-08,https://etenders.gov.in/eprocure/app?component=%24DirectLink&page=FrontEndTendersByOrganisation&service=direct,Any additional information about the data,27-Jan-2023 05:00 PM,14-Feb-2023 03:00 PM,15-Feb-2023 03:00 PM,"[pur/4/22-23/lspd/1262/rrb/po]
																				[PUR/4/22-23/1262/LSPD/RRB/PO][2023_CSIR_143084_1]",Council of Scientific and Industrial Research||IIP-Dehradun - CSIR||Purchase-IIP - CSIR
1418,Central Public Procurement portal,2023-02-08,https://etenders.gov.in/eprocure/app?component=%24DirectLink&page=FrontEndTendersByOrganisation&service=direct,Any additional information about the data,27-Jan-2023 04:30 PM,20-Feb-2023 06:00 PM,24-Feb-2023 04:30 PM,"[Resurfacing of Runway at Bhubaneswar Airport]
																				[AAI/CHQ/ENGG-ER/BBSR-Rwy/2023][2023_AAI_143078_1]",Airports Authority of India||CHQ - AAI||Engineering Civil - AAI
1419,Central Public Procurement portal,2023-02-08,https://etenders.gov.in/eprocure/app?component=%24DirectLink&page=FrontEndTendersByOrganisation&service=direct,Any additional information about the data,27-Jan-2023 04:00 PM,10-Feb-2023 03:00 PM,11-Feb-2023 03:00 PM,"[M17196 AMC for the Sartorius Make Electronics Analytical Balances (four nos) of R and D lab]
																				[M17196][2023_HCL_143082_1]",Hindustan Copper Limited||Malanjkhand Copper Project - Madhya Padesh||Materials and Contracts Department
1420,Central Public Procurement portal,2023-02-08,https://etenders.gov.in/eprocure/app?component=%24DirectLink&page=FrontEndTendersByOrganisation&service=direct,Any additional information about the data,27-Jan-2023 03:00 PM,14-Feb-2023 12:30 PM,15-Feb-2023 04:00 PM,"[BJ/PLG/T-05/REP PP MODULE/2022-23 Dated 27.01.2023]
																				[BJ/PLG/T-05/REP PP MODULE/2022-23 Dated 27.01.2023][2023_BSNL_142969_1]","Bharat Sanchar Nigam Limited (Govt of India Enterprise)||Gujarat Telecom Circle||PGMTD, Bhuj"
1421,Central Public Procurement portal,2023-02-08,https://etenders.gov.in/eprocure/app?component=%24DirectLink&page=FrontEndTendersByOrganisation&service=direct,Any additional information about the data,27-Jan-2023 03:00 PM,17-Feb-2023 06:00 PM,24-Feb-2023 11:00 AM,"[Reconstruction of G Taxiway 2nd call]
																				[AAI/KOL/Engg. Civil/G Taxi/2nd call][2023_AAI_142879_1]",Airports Authority of India||Eastern Region - AAI||KOLKATA AIRPORT - AAI||ENGG CIVIL-VECC - AAI
1422,Central Public Procurement portal,2023-02-08,https://etenders.gov.in/eprocure/app?component=%24DirectLink&page=FrontEndTendersByOrganisation&service=direct,Any additional information about the data,27-Jan-2023 03:00 PM,15-Feb-2023 06:00 PM,17-Feb-2023 11:00 AM,"[Removing and Laying the delaminated tiles and laying of new tiles for damaged tiles in first floor of Dining hall near Auditorium building at CSIR SERC Taramani Chennai 600113]
																				[402(19)2022-2023/CW/SE][2023_CSIR_143046_1]",Council of Scientific and Industrial Research||SERC-Chennai - CSIR||ESD-SERC - CSIR
1423,Central Public Procurement portal,2023-02-08,https://etenders.gov.in/eprocure/app?component=%24DirectLink&page=FrontEndTendersByOrganisation&service=direct,Any additional information about the data,27-Jan-2023 03:00 PM,15-Feb-2023 06:00 PM,17-Feb-2023 11:00 AM,"[Repairing and Servicing of damaged parts of the rolling shutter in Steel Structures Lab at     CSIR SERC Taramani Chennai  600113]
																				[402(20)2022-2023/CW/SE][2023_CSIR_143027_1]",Council of Scientific and Industrial Research||SERC-Chennai - CSIR||ESD-SERC - CSIR
1424,Central Public Procurement portal,2023-02-08,https://etenders.gov.in/eprocure/app?component=%24DirectLink&page=FrontEndTendersByOrganisation&service=direct,Any additional information about the data,27-Jan-2023 03:00 PM,14-Feb-2023 12:30 PM,15-Feb-2023 12:30 PM,"[T-02306-210/ Hiring of Rigger Services ]
																				[T-02306-210/ Hiring of Rigger Services ][2023_BSNL_143045_1]","Bharat Sanchar Nigam Limited (Govt of India Enterprise)||Madhya Pradesh Telecom Circle- Bhopal||O/o CGMT, MP Telecom Circle Bhopal"
1425,Central Public Procurement portal,2023-02-08,https://etenders.gov.in/eprocure/app?component=%24DirectLink&page=FrontEndTendersByOrganisation&service=direct,Any additional information about the data,27-Jan-2023 02:00 PM,16-Feb-2023 01:00 PM,17-Feb-2023 03:00 PM,"[Laying OFC and related works in Rajavommangi Mandal Area-3  of BSNL RMY BA AP Circle]
																				[GMT/PLG/RMY/4G OFC tender1/2022-23/16 dtd 27/01/23][2023_BSNL_143047_1]",Bharat Sanchar Nigam Limited (Govt of India Enterprise)||Andhra Pradesh Telecom Circle- Vijayawada||GMTD East Godavari
1426,Central Public Procurement portal,2023-02-08,https://etenders.gov.in/eprocure/app?component=%24DirectLink&page=FrontEndTendersByOrganisation&service=direct,Any additional information about the data,27-Jan-2023 02:00 PM,09-Feb-2023 10:00 AM,10-Feb-2023 11:00 AM,"[Upgradation of IGAPS Test Rig for IAFCC Testing ]
																				[NAL/PUR/ALD/317/22-Z][2023_CSIR_143034_1]",Council of Scientific and Industrial Research||NAL Bengaluru - CSIR||Purchase-NAL - CSIR
1427,Central Public Procurement portal,2023-02-08,https://etenders.gov.in/eprocure/app?component=%24DirectLink&page=FrontEndTendersByOrganisation&service=direct,Any additional information about the data,27-Jan-2023 02:00 PM,16-Feb-2023 01:00 PM,17-Feb-2023 03:00 PM,"[Laying OFC and related works in Rampachodavaram Mandal Area-3  of BSNL RMY BA AP Circle]
																				[GMT/PLG/RMY/4G OFC tender1/2022-23/18 dtd 27/01/23][2023_BSNL_143060_1]",Bharat Sanchar Nigam Limited (Govt of India Enterprise)||Andhra Pradesh Telecom Circle- Vijayawada||GMTD East Godavari
1428,Central Public Procurement portal,2023-02-08,https://etenders.gov.in/eprocure/app?component=%24DirectLink&page=FrontEndTendersByOrganisation&service=direct,Any additional information about the data,27-Jan-2023 02:00 PM,16-Feb-2023 01:00 PM,17-Feb-2023 03:00 PM,"[Laying OFC and related works in Y ramavaram Mandal Area-3  of BSNL RMY BA AP Circle]
																				[GMT/PLG/RMY/4G OFC tender1/2022-23/17 dtd 27/01/23][2023_BSNL_143057_1]",Bharat Sanchar Nigam Limited (Govt of India Enterprise)||Andhra Pradesh Telecom Circle- Vijayawada||GMTD East Godavari
1429,Central Public Procurement portal,2023-02-08,https://etenders.gov.in/eprocure/app?component=%24DirectLink&page=FrontEndTendersByOrganisation&service=direct,Any additional information about the data,27-Jan-2023 02:00 PM,13-Mar-2023 02:30 PM,14-Mar-2023 03:00 PM,"[Expression of Interest EOI or BID for Operation and Maintenance of Highway Nest Mini Facilities  or amenities at Karol Km 143.200 (NB) on NH44 in the UT of Jammu and Kashmir ]
																				[NHAI/ROJMU/22-23/HMN-RM/KR-01][2023_NHAI_143061_1]",National Highways Authority of India||RO-Jammu - NHAI
1430,Central Public Procurement portal,2023-02-08,https://etenders.gov.in/eprocure/app?component=%24DirectLink&page=FrontEndTendersByOrganisation&service=direct,Any additional information about the data,27-Jan-2023 01:45 PM,09-Feb-2023 11:00 AM,10-Feb-2023 12:00 PM,"[Construction of Gabion wall near POR narrow Bridge at Ch. 140.050 RHS on Vadodara_Bharuch Section of NH_48 in the state of Gujarat]
																				[NHAI/PIU-Bharuch/TENDERS/2023][2023_NHAI_143063_1]",National Highways Authority of India||RO-Gandhinagar - NHAI||Bharuch - NHAI
1431,Central Public Procurement portal,2023-02-08,https://etenders.gov.in/eprocure/app?component=%24DirectLink&page=FrontEndTendersByOrganisation&service=direct,Any additional information about the data,27-Jan-2023 01:45 PM,09-Feb-2023 11:00 AM,10-Feb-2023 12:00 PM,"[Installation of Baffle Sheet on Flyover of NH_48 at Darjipura and Harini in the state of Gujarat]
																				[NHAI/PIU-Bharuch/Tenders/2023][2023_NHAI_143015_1]",National Highways Authority of India||RO-Gandhinagar - NHAI||Bharuch - NHAI
1432,Central Public Procurement portal,2023-02-08,https://etenders.gov.in/eprocure/app?component=%24DirectLink&page=FrontEndTendersByOrganisation&service=direct,Any additional information about the data,27-Jan-2023 01:15 PM,17-Feb-2023 03:00 PM,18-Feb-2023 03:30 PM,"[LEASING OF VEHICLES FOR CORPORATE OFFICE_2_06]
																				[NHSRCL/CO/ST/VEHICLE/2023/2][2023_NHSRC_143042_1]",National High Speed Rail Corporation Limited||Corporate Office||S and T
1433,Central Public Procurement portal,2023-02-08,https://etenders.gov.in/eprocure/app?component=%24DirectLink&page=FrontEndTendersByOrganisation&service=direct,Any additional information about the data,27-Jan-2023 01:10 PM,16-Feb-2023 06:00 PM,18-Feb-2023 12:30 PM,"[Excavation of Pond Ash, Loading, Transporting and Unloading of pond ash from Ash Dyke of Meja Thermal power Plant]
																				[NIT/22-23/106][2023_MUNPL_142901_1]",Meja Urja Nigam Pvt Ltd||Meja Thermal Power Project - MUNPL||Contracts and Materials - MUNPL
